gw,player_id,player_name,team,position,position_id,cost,prob_appearance,xp,squad,lineup,captain,vice_captain,transfer_in,transfer_out
24,101,Flekken,Brentford,GKP,1,4.5,0.95,3.79,1.0,1.0,0.0,0.0,1.0,0.0
24,430,Trippier,Newcastle,DEF,2,6.7,0.82,4.91,1.0,1.0,0.0,0.0,0.0,0.0
24,369,Walker,Man City,DEF,2,5.4,0.94,4.48,1.0,1.0,0.0,0.0,0.0,0.0
24,342,Aké,Man City,DEF,2,5.0,0.86,4.46,1.0,1.0,0.0,0.0,0.0,0.0
24,19,Saka,Arsenal,MID,3,9.1,0.94,5.64,1.0,1.0,1.0,0.0,0.0,0.0
24,14,Ødegaard,Arsenal,MID,3,8.5,0.92,5.22,1.0,1.0,0.0,0.0,0.0,0.0
24,526,Bowen,West Ham,MID,3,8.1,0.94,5.08,1.0,1.0,0.0,0.0,0.0,0.0
24,664,Ward-Prowse,West Ham,MID,3,6.0,0.94,5.0,1.0,1.0,0.0,0.0,0.0,0.0
24,117,Toney,Brentford,FWD,4,8.0,0.93,5.46,1.0,1.0,0.0,1.0,0.0,0.0
24,60,Watkins,Aston Villa,FWD,4,8.9,0.94,5.1,1.0,1.0,0.0,0.0,0.0,0.0
24,343,J.Alvarez,Man City,FWD,4,7.0,0.94,4.76,1.0,1.0,0.0,0.0,0.0,0.0
24,275,Leno,Fulham,GKP,1,4.8,0.95,3.78,1.0,0.0,0.0,0.0,0.0,0.0
24,112,Pinnock,Brentford,DEF,2,4.6,0.94,3.94,1.0,0.0,0.0,0.0,0.0,0.0
24,129,Dunk,Brighton,DEF,2,5.0,0.93,2.82,1.0,0.0,0.0,0.0,0.0,0.0
24,126,Caicedo,Chelsea,MID,3,4.5,0.87,2.86,1.0,0.0,0.0,0.0,0.0,0.0
24,230,Johnstone,Crystal Palace,GKP,1,4.5,0.7,3.51,0.0,0.0,0.0,0.0,0.0,1.0
25,101,Flekken,Brentford,GKP,1,4.5,0.95,6.66,1.0,1.0,0.0,0.0,0.0,0.0
25,342,Aké,Man City,DEF,2,5.0,0.86,7.44,1.0,1.0,0.0,0.0,0.0,0.0
25,112,Pinnock,Brentford,DEF,2,4.6,0.94,6.1,1.0,1.0,0.0,0.0,0.0,0.0
25,430,Trippier,Newcastle,DEF,2,6.7,0.82,4.91,1.0,1.0,0.0,0.0,0.0,0.0
25,19,Saka,Arsenal,MID,3,9.1,0.94,5.71,1.0,1.0,0.0,0.0,0.0,0.0
25,526,Bowen,West Ham,MID,3,8.1,0.94,5.44,1.0,1.0,0.0,0.0,0.0,0.0
25,14,Ødegaard,Arsenal,MID,3,8.5,0.92,5.35,1.0,1.0,0.0,0.0,0.0,0.0
25,664,Ward-Prowse,West Ham,MID,3,6.0,0.94,5.24,1.0,1.0,0.0,0.0,0.0,0.0
25,355,Haaland,Man City,FWD,4,13.9,0.81,11.9,1.0,1.0,1.0,0.0,1.0,0.0
25,117,Toney,Brentford,FWD,4,8.0,0.93,10.32,1.0,1.0,0.0,1.0,0.0,0.0
25,343,J.Alvarez,Man City,FWD,4,7.0,0.94,8.57,1.0,1.0,0.0,0.0,0.0,0.0
25,275,Leno,Fulham,GKP,1,4.8,0.95,3.74,1.0,0.0,0.0,0.0,0.0,0.0
25,129,Dunk,Brighton,DEF,2,5.0,0.93,3.24,1.0,0.0,0.0,0.0,0.0,0.0
25,473,Baldock,Sheffield Utd,DEF,2,3.8,0.65,1.94,1.0,0.0,0.0,0.0,1.0,0.0
25,126,Caicedo,Chelsea,MID,3,4.5,0.87,2.71,1.0,0.0,0.0,0.0,0.0,0.0
25,369,Walker,Man City,DEF,2,5.4,0.94,7.49,0.0,0.0,0.0,0.0,0.0,1.0
25,60,Watkins,Aston Villa,FWD,4,8.9,0.94,5.15,0.0,0.0,0.0,0.0,0.0,1.0
26,275,Leno,Fulham,GKP,1,4.8,0.95,3.91,1.0,1.0,0.0,0.0,0.0,0.0
26,313,Virgil,Liverpool,DEF,2,6.3,0.94,4.45,1.0,1.0,0.0,0.0,1.0,0.0
26,342,Aké,Man City,DEF,2,5.0,0.86,3.97,1.0,1.0,0.0,0.0,0.0,0.0
26,129,Dunk,Brighton,DEF,2,5.0,0.93,3.86,1.0,1.0,0.0,0.0,0.0,0.0
26,19,Saka,Arsenal,MID,3,9.1,0.94,6.26,1.0,1.0,1.0,0.0,0.0,0.0
26,14,Ødegaard,Arsenal,MID,3,8.5,0.92,5.85,1.0,1.0,0.0,0.0,0.0,0.0
26,526,Bowen,West Ham,MID,3,8.1,0.94,5.45,1.0,1.0,0.0,0.0,0.0,0.0
26,664,Ward-Prowse,West Ham,MID,3,6.0,0.94,5.16,1.0,1.0,0.0,0.0,0.0,0.0
26,355,Haaland,Man City,FWD,4,13.9,0.81,6.19,1.0,1.0,0.0,1.0,0.0,0.0
26,117,Toney,Brentford,FWD,4,8.0,0.93,5.6,1.0,1.0,0.0,0.0,0.0,0.0
26,343,J.Alvarez,Man City,FWD,4,7.0,0.94,4.42,1.0,1.0,0.0,0.0,0.0,0.0
26,101,Flekken,Brentford,GKP,1,4.5,0.95,3.4,1.0,0.0,0.0,0.0,0.0,0.0
26,112,Pinnock,Brentford,DEF,2,4.6,0.94,3.46,1.0,0.0,0.0,0.0,0.0,0.0
26,473,Baldock,Sheffield Utd,DEF,2,3.8,0.65,2.25,1.0,0.0,0.0,0.0,0.0,0.0
26,126,Caicedo,Chelsea,MID,3,4.5,0.87,3.0,1.0,0.0,0.0,0.0,0.0,0.0
26,430,Trippier,Newcastle,DEF,2,6.7,0.82,3.42,0.0,0.0,0.0,0.0,0.0,1.0
